trip_id,date_departure,date_arrival,truck_id,driver_id,client_id,route_id,origin_city,destination_city,distance_km,route_type,cargo_type,cargo_tons_actual,load_factor_pct,delay_hours,status
TRP-03763,2024-04-21,2024-04-23,TRK-01,DRV-01,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,19.69,89.5,0.1,completed
TRP-03764,2024-04-21,2024-04-23,TRK-04,DRV-04,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.75,90.6,18.1,delayed
TRP-03765,2024-04-21,2024-04-22,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.65,96.5,1.5,completed
TRP-03766,2024-04-21,2024-04-21,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.08,90.1,1.1,completed
TRP-03767,2024-04-21,2024-04-22,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.76,83.0,1.8,completed
TRP-03768,2024-04-22,2024-04-23,TRK-01,DRV-01,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,19.52,88.7,1.0,completed
TRP-03769,2024-04-22,2024-04-23,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.09,94.0,0.4,completed
TRP-03770,2024-04-22,2024-04-23,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,21.96,87.8,0.9,completed
TRP-03771,2024-04-23,2024-04-25,TRK-01,DRV-01,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.13,96.0,16.5,delayed
TRP-03772,2024-04-23,2024-04-24,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.54,85.6,0.3,completed
TRP-03773,2024-04-23,2024-04-24,TRK-09,DRV-09,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,17.54,70.1,1.4,completed
TRP-03774,2024-04-24,2024-04-24,TRK-02,DRV-02,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.37,92.9,0.4,completed
TRP-03775,2024-04-24,2024-04-26,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,19.25,89.5,1.2,completed
TRP-03776,2024-04-24,2024-04-25,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.81,95.0,1.6,completed
TRP-03777,2024-04-24,2024-04-24,TRK-04,DRV-04,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.22,92.6,1.4,completed
TRP-03778,2024-04-24,2024-04-25,TRK-05,DRV-05,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.04,89.9,12.4,delayed
TRP-03779,2024-04-24,2024-04-25,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.19,94.4,0.2,completed
TRP-03780,2024-04-24,2024-04-25,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.95,91.8,1.6,completed
TRP-03781,2024-04-24,2024-04-24,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.82,95.3,0.8,completed
TRP-03782,2024-04-25,2024-04-25,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.08,102.7,1.7,completed
TRP-03783,2024-04-25,2024-04-25,TRK-03,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.27,103.6,1.5,completed
TRP-03784,2024-04-25,2024-04-25,TRK-06,DRV-06,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,23.30,99.2,0.8,completed
TRP-03785,2024-04-25,2024-04-26,TRK-09,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.75,95.0,1.3,completed
TRP-03786,2024-04-26,2024-04-27,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.64,96.0,0.6,completed
TRP-03787,2024-04-26,2024-04-28,TRK-05,DRV-05,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.95,93.7,1.4,completed
TRP-03788,2024-04-26,2024-04-27,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.58,87.6,0.1,completed
TRP-03789,2024-04-26,2024-04-27,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,17.02,70.9,0.8,completed
TRP-03790,2024-04-26,2024-04-27,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.21,88.8,1.3,completed
TRP-03791,2024-04-26,2024-04-27,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.51,94.0,0.5,completed
TRP-03792,2024-04-27,2024-04-28,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.42,95.4,1.1,completed
TRP-03793,2024-04-27,2024-04-27,TRK-09,DRV-09,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.34,89.4,0.7,completed
TRP-03794,2024-04-27,2024-04-29,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,23.71,94.8,0.5,completed
TRP-03795,2024-04-28,2024-04-30,TRK-02,DRV-02,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,18.96,82.4,32.5,delayed
TRP-03796,2024-04-28,2024-04-28,TRK-02,DRV-02,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,20.23,87.9,1.3,completed
TRP-03797,2024-04-28,2024-04-29,TRK-02,DRV-02,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.20,96.5,1.3,completed
TRP-03798,2024-04-28,2024-04-30,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,22.51,90.0,0.5,completed
TRP-03799,2024-04-28,2024-04-29,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.76,90.7,0.2,completed
TRP-03800,2024-04-28,2024-04-28,TRK-12,DRV-12,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,27.96,111.9,1.0,completed
TRP-03801,2024-04-29,2024-04-30,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.15,88.1,1.3,completed
TRP-03802,2024-04-29,2024-04-30,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.76,92.6,0.4,completed
TRP-03803,2024-04-29,2024-04-30,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.13,96.4,0.0,completed
TRP-03804,2024-04-29,2024-05-01,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,18.00,72.0,21.5,delayed
TRP-03805,2024-04-29,2024-04-30,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.12,92.2,1.3,completed
TRP-03806,2024-04-29,2024-04-30,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,18.81,75.2,0.5,completed
TRP-03807,2024-04-30,2024-05-01,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.73,94.2,1.4,completed
TRP-03808,2024-04-30,2024-05-01,TRK-05,DRV-05,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,24.29,99.2,0.4,completed
TRP-03809,2024-04-30,2024-05-02,TRK-10,DRV-10,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,23.03,95.9,1.8,completed
TRP-03810,2024-05-01,2024-05-01,TRK-03,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,16.09,74.8,0.3,completed
TRP-03811,2024-05-01,2024-05-02,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.92,87.2,0.2,completed
TRP-03812,2024-05-01,2024-05-02,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.23,92.9,1.6,completed
TRP-03813,2024-05-02,2024-05-03,TRK-05,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.75,92.9,7.9,delayed
TRP-03814,2024-05-02,2024-05-04,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.48,93.6,29.1,delayed
TRP-03815,2024-05-02,2024-05-04,TRK-07,DRV-07,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,18.69,77.9,1.1,completed
TRP-03816,2024-05-02,2024-05-02,TRK-07,DRV-07,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,24.97,104.0,0.5,completed
TRP-03817,2024-05-02,2024-05-03,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.88,87.0,0.8,completed
TRP-03818,2024-05-02,2024-05-03,TRK-12,DRV-12,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.47,89.9,22.6,delayed
TRP-03819,2024-05-03,2024-05-04,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.18,96.6,0.5,completed
TRP-03820,2024-05-03,2024-05-03,TRK-05,DRV-05,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,26.55,108.4,0.8,completed
TRP-03821,2024-05-03,2024-05-04,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.24,94.6,0.7,completed
TRP-03822,2024-05-03,2024-05-04,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.92,91.7,0.5,completed
TRP-03823,2024-05-03,2024-05-04,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.00,95.8,0.1,completed
TRP-03824,2024-05-03,2024-05-03,TRK-12,DRV-12,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,24.24,96.9,0.1,completed
TRP-03825,2024-05-04,2024-05-05,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,16.19,68.9,2.1,delayed
TRP-03826,2024-05-04,2024-05-04,TRK-08,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,24.84,99.4,1.2,completed
TRP-03827,2024-05-04,2024-05-05,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.67,70.7,1.6,completed
TRP-03828,2024-05-05,2024-05-06,TRK-05,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.13,90.3,1.5,completed
TRP-03829,2024-05-05,2024-05-05,TRK-09,DRV-09,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,17.21,68.8,1.3,completed
TRP-03830,2024-05-06,2024-05-07,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,20.86,90.7,0.6,completed
TRP-03831,2024-05-06,2024-05-06,TRK-04,DRV-04,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,26.34,109.8,0.8,completed
TRP-03832,2024-05-06,2024-05-07,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.87,88.8,0.0,completed
TRP-03833,2024-05-06,2024-05-07,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.93,95.5,0.0,completed
TRP-03834,2024-05-06,2024-05-07,TRK-12,DRV-12,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.10,92.4,0.3,completed
TRP-03835,2024-05-07,2024-05-08,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,18.34,79.7,0.9,completed
TRP-03836,2024-05-07,2024-05-08,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.79,90.8,1.7,completed
TRP-03837,2024-05-07,2024-05-08,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.25,71.9,0.6,completed
TRP-03838,2024-05-07,2024-05-09,TRK-05,DRV-05,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,16.94,69.1,26.6,delayed
TRP-03839,2024-05-07,2024-05-08,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,21.55,89.8,1.2,completed
TRP-03840,2024-05-08,2024-05-09,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,18.99,82.6,7.5,delayed
TRP-03841,2024-05-08,2024-05-09,TRK-02,DRV-02,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,18.47,80.3,0.3,completed
TRP-03842,2024-05-08,2024-05-08,TRK-02,DRV-02,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.34,97.1,0.5,completed
TRP-03843,2024-05-08,2024-05-09,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.67,87.9,0.0,completed
TRP-03844,2024-05-08,2024-05-10,TRK-08,DRV-08,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.48,89.9,1.0,completed
TRP-03845,2024-05-08,2024-05-09,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.29,89.1,0.4,completed
TRP-03846,2024-05-08,2024-05-09,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.21,92.5,0.8,completed
TRP-03847,2024-05-08,2024-05-08,TRK-10,DRV-10,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.43,101.8,0.3,completed
TRP-03848,2024-05-09,2024-05-09,TRK-01,DRV-01,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,25.04,113.8,1.5,completed
TRP-03849,2024-05-09,2024-05-10,TRK-08,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,18.16,72.6,0.5,completed
TRP-03850,2024-05-09,2024-05-10,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.04,92.2,1.6,completed
TRP-03851,2024-05-10,2024-05-11,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.48,93.7,0.9,completed
TRP-03852,2024-05-11,2024-05-12,TRK-02,DRV-02,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.40,97.4,0.4,completed
TRP-03853,2024-05-11,2024-05-11,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,22.97,106.8,0.1,completed
TRP-03854,2024-05-11,2024-05-12,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.57,94.1,0.3,completed
TRP-03855,2024-05-11,2024-05-12,TRK-12,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.91,87.6,1.2,completed
TRP-03856,2024-05-12,2024-05-12,TRK-02,DRV-02,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,17.88,77.8,6.5,delayed
TRP-03857,2024-05-12,2024-05-13,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.90,95.4,0.7,completed
TRP-03858,2024-05-12,2024-05-13,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.16,96.5,0.3,completed
TRP-03859,2024-05-12,2024-05-12,TRK-08,DRV-08,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,18.36,73.5,1.2,completed
TRP-03860,2024-05-12,2024-05-12,TRK-09,DRV-09,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,23.71,94.8,0.6,completed
TRP-03861,2024-05-12,2024-05-13,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.41,89.6,1.4,completed
TRP-03862,2024-05-12,2024-05-13,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.62,90.5,0.6,completed
TRP-03863,2024-05-13,2024-05-14,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.43,97.6,1.4,completed
TRP-03864,2024-05-13,2024-05-14,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.20,71.7,0.2,completed
TRP-03865,2024-05-13,2024-05-14,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,19.99,83.3,5.3,delayed
TRP-03866,2024-05-13,2024-05-15,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.50,91.5,1.7,completed
TRP-03867,2024-05-13,2024-05-14,TRK-09,DRV-09,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.08,88.3,1.1,completed
TRP-03868,2024-05-14,2024-05-14,TRK-01,DRV-01,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,19.29,87.7,0.6,completed
TRP-03869,2024-05-14,2024-05-14,TRK-02,DRV-02,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,22.24,96.7,0.0,completed
TRP-03870,2024-05-14,2024-05-15,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,20.58,95.7,0.8,completed
TRP-03871,2024-05-14,2024-05-16,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,15.99,68.1,1.2,completed
TRP-03872,2024-05-14,2024-05-16,TRK-12,DRV-12,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,22.88,91.5,1.1,completed
TRP-03873,2024-05-15,2024-05-16,TRK-01,DRV-01,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,19.59,89.1,0.5,completed
TRP-03874,2024-05-15,2024-05-16,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,19.41,88.2,1.1,completed
TRP-03875,2024-05-15,2024-05-16,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,21.90,93.2,0.4,completed
TRP-03876,2024-05-15,2024-05-15,TRK-07,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,24.97,104.0,1.4,completed
TRP-03877,2024-05-15,2024-05-16,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.66,73.6,1.0,completed
TRP-03878,2024-05-15,2024-05-16,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,24.03,96.1,1.2,completed
TRP-03879,2024-05-15,2024-05-15,TRK-12,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,17.47,69.9,1.4,completed
TRP-03880,2024-05-16,2024-05-17,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.49,91.5,1.5,completed
TRP-03881,2024-05-16,2024-05-17,TRK-07,DRV-07,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.75,99.0,0.9,completed
TRP-03882,2024-05-16,2024-05-16,TRK-08,DRV-08,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,25.31,101.2,0.2,completed
TRP-03883,2024-05-17,2024-05-17,TRK-01,DRV-01,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,20.88,94.9,1.1,completed
TRP-03884,2024-05-17,2024-05-18,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.88,99.5,1.6,completed
TRP-03885,2024-05-17,2024-05-18,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.77,88.4,0.4,completed
TRP-03886,2024-05-17,2024-05-19,TRK-06,DRV-08,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.82,92.8,0.6,completed
TRP-03887,2024-05-17,2024-05-18,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,18.83,75.3,1.3,completed
TRP-03888,2024-05-18,2024-05-19,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.32,99.2,1.3,completed
TRP-03889,2024-05-18,2024-05-19,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,22.03,88.1,1.7,completed
TRP-03890,2024-05-18,2024-05-19,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,22.82,91.3,1.1,completed
TRP-03891,2024-05-18,2024-05-19,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.58,94.3,1.7,completed
TRP-03892,2024-05-18,2024-05-19,TRK-12,DRV-12,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.48,89.9,0.4,completed
TRP-03893,2024-05-19,2024-05-19,TRK-02,DRV-02,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.76,107.7,1.2,completed
TRP-03894,2024-05-19,2024-05-20,TRK-02,DRV-02,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.74,85.8,20.5,delayed
TRP-03895,2024-05-19,2024-05-19,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,21.81,101.5,1.4,completed
TRP-03896,2024-05-19,2024-05-20,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,19.69,78.8,0.3,completed
TRP-03897,2024-05-19,2024-05-20,TRK-09,DRV-12,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,25.09,100.4,1.0,completed
TRP-03898,2024-05-19,2024-05-20,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.15,88.1,0.7,completed
TRP-03899,2024-05-19,2024-05-21,TRK-11,DRV-11,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,23.06,94.1,26.6,delayed
TRP-03900,2024-05-20,2024-05-22,TRK-04,DRV-04,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.61,90.1,0.4,completed
TRP-03901,2024-05-20,2024-05-21,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,25.28,101.1,0.2,completed
TRP-03902,2024-05-20,2024-05-20,TRK-09,DRV-12,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,19.63,78.5,1.2,completed
TRP-03903,2024-05-21,2024-05-22,TRK-02,DRV-02,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.47,89.0,1.8,completed
TRP-03904,2024-05-21,2024-05-22,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,19.72,91.7,18.5,delayed
TRP-03905,2024-05-21,2024-05-22,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,16.40,68.3,0.7,completed
TRP-03906,2024-05-21,2024-05-22,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,18.53,75.6,0.2,completed
TRP-03907,2024-05-22,2024-05-22,TRK-01,DRV-01,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,20.52,93.3,1.3,completed
TRP-03908,2024-05-22,2024-05-24,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.87,95.1,0.8,completed
TRP-03909,2024-05-22,2024-05-23,TRK-10,DRV-10,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,23.08,96.1,0.6,completed
TRP-03910,2024-05-22,2024-05-23,TRK-12,DRV-12,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,18.02,72.1,0.9,completed
TRP-03911,2024-05-23,2024-05-24,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,22.11,94.1,0.3,completed
TRP-03912,2024-05-23,2024-05-24,TRK-08,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,24.24,96.9,0.0,completed
TRP-03913,2024-05-23,2024-05-23,TRK-11,DRV-11,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,18.33,74.8,0.0,completed
TRP-03914,2024-05-24,2024-05-25,TRK-11,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.32,95.2,0.1,completed
TRP-03915,2024-05-25,2024-05-26,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,20.54,89.3,0.3,completed
TRP-03916,2024-05-25,2024-05-26,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.55,89.8,1.6,completed
TRP-03917,2024-05-25,2024-05-25,TRK-04,DRV-04,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,23.93,99.7,0.6,completed
TRP-03918,2024-05-25,2024-05-25,TRK-06,DRV-06,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.17,98.6,0.7,completed
TRP-03919,2024-05-25,2024-05-25,TRK-11,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.09,98.3,1.8,completed
TRP-03920,2024-05-26,2024-05-26,TRK-08,DRV-08,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,18.21,72.8,1.4,completed
TRP-03921,2024-05-26,2024-05-27,TRK-08,DRV-08,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.18,92.7,0.5,completed
TRP-03922,2024-05-26,2024-05-27,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.68,88.5,0.7,completed
TRP-03923,2024-05-26,2024-05-27,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.07,90.1,0.9,completed
TRP-03924,2024-05-26,2024-05-27,TRK-12,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,24.11,96.4,1.3,completed
TRP-03925,2024-05-27,2024-05-28,TRK-02,DRV-02,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,22.51,97.9,11.2,delayed
TRP-03926,2024-05-27,2024-05-27,TRK-03,DRV-03,CLT-04,RTE-04,Миколаїв,Одеса,132,local,sunflower,23.05,107.2,0.7,completed
TRP-03927,2024-05-27,2024-05-28,TRK-03,DRV-03,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.27,98.9,0.1,completed
TRP-03928,2024-05-27,2024-05-29,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,21.93,93.3,1.3,completed
TRP-03929,2024-05-27,2024-05-27,TRK-10,DRV-10,CLT-04,RTE-04,Миколаїв,Одеса,132,local,corn,24.52,102.2,0.9,completed
TRP-03930,2024-05-28,2024-05-29,TRK-02,DRV-02,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,23.15,100.6,0.9,completed
TRP-03931,2024-05-28,2024-05-29,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.17,92.7,1.5,completed
TRP-03932,2024-05-28,2024-05-28,TRK-09,DRV-11,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,27.82,111.3,0.9,completed
TRP-03933,2024-05-29,2024-05-30,TRK-02,DRV-02,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,16.08,69.9,0.8,completed
TRP-03934,2024-05-29,2024-05-30,TRK-03,DRV-03,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,15.01,69.8,0.3,completed
